#TYPE System.Management.Automation.PSCustomObject																														
batchid	dbid	client_matter	clientid	loadnr	orig_dcb	conv_dcb	orig_dir	st_backup	st_backup_arch	st_get_natives	st_get_images	st_get_images2	st_add_db	st_add_natives	st_db_sizes	db_bytes	db_files	natives_bytes	natives_files_present	natives_files_missing	images_bytes	images_files_present	images_files_missing	st_qc_tags	st_qc_compare_tags	st_convert	st_get_arch_db_files	st_sizes_natives	st_sizes_images	st_all
4	1044				X:\036867\000001\HL_Production\TAPS_2012_Production_QC\TAPS_2012_PRODUCTION_QC__2.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Production\TAPS_2012_Production_QC\TAPS_2012_PRODUCTION_QC__2.DCB			2	2	2																			0
4	1045				X:\036867\000001\HL_Production\TAPS_2012_Production_QC\TAPS_2012_PRODUCTION_QC__3.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Production\TAPS_2012_Production_QC\TAPS_2012_PRODUCTION_QC__3.DCB			2	2	2																			0
4	1046				X:\036867\000001\HL_Review\BPPA_Review_20110525\BPPA_REVIEW_20110525.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\BPPA_Review_20110525\BPPA_REVIEW_20110525.DCB			2	2	2																			0
4	1047				X:\036867\000001\HL_Review\SOA-496_Jun_Jul_2012_Prod_Review\B-up\20120702\SOA-496_JUNE_JULY_2012_PROD_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\SOA-496_Jun_Jul_2012_Prod_Review\B-up\20120702\SOA-496_JUNE_JULY_2012_PROD_REVIEW.DCB			2	2	2																			0
4	1048				X:\036867\000001\HL_Review\TAPS_REVIEW005\TAPS_REVIEW005.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_REVIEW005\TAPS_REVIEW005.DCB			2	2	2																			0
4	1049				X:\036867\000001\HL_Review\TAPS_Review_20110513\TAPS_REVIEW_20110513.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_Review_20110513\TAPS_REVIEW_20110513.DCB			2	2	2																			0
4	1050				X:\036867\000001\HL_Review\TAPS_Review_20110527\TAPS_REVIEW_20110527.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_Review_20110527\TAPS_REVIEW_20110527.DCB			2	2	2																			0
4	1051				X:\036867\000001\HL_Review\TAPS_Review_20110727\TAPS_REVIEW_20110727.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_Review_20110727\TAPS_REVIEW_20110727.DCB			2	2	2																			0
4	1052				X:\036867\000001\HL_Review\TAPS_Review_20110810\TAPS_REVIEW_20110810.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_Review_20110810\TAPS_REVIEW_20110810.DCB			2	2	2																			0
4	1053				X:\036867\000001\HL_Review\TAPS_Review_20111012\TAPS_REVIEW_20111012.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_Review_20111012\TAPS_REVIEW_20111012.DCB			2	2	2																			0
4	1054				X:\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\TAPS_REVIEW_2012.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\TAPS_REVIEW_2012.DCB			2	2	2																			0
4	1055				X:\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\import\IMPORT.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\import\IMPORT.DCB			2	2	2																			0
4	1056				X:\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\prior\C-31d338d6-b774-4eb6-b112-8f61567e20c2.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\prior\C-31d338d6-b774-4eb6-b112-8f61567e20c2.DCB			2	0	0																			0
4	1057				X:\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\prior\TAPS_REVIEW_2012.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036867\000001\HL_Review\TAPS_REVIEW_JUN2012\prior\TAPS_REVIEW_2012.DCB			2	2	2																			0
4	1058				X:\036912\000001\HL_Production\Sequoia_Production\SEQUOIA_PROD.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036912\000001\HL_Production\Sequoia_Production\SEQUOIA_PROD.DCB			2	2	2																			0
4	1059				X:\036944\000001\HL_Review\IF001\IF001.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\036944\000001\HL_Review\IF001\IF001.DCB			2	2	2																			0
4	1060				X:\037081\000008\VER001\VER001.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037081\000008\VER001\VER001.DCB			2	2	2																			0
4	1061				X:\037081\000008\VER001_PROD\VER001_PROD.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037081\000008\VER001_PROD\VER001_PROD.DCB			2	2	2																			0
4	1062				X:\037081\000008\VER003\VER003.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037081\000008\VER003\VER003.DCB			2	2	2																			0
4	1063				X:\037081\000008\Verizon_All\Verizon_All.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037081\000008\Verizon_All\Verizon_All.DCB			2	2	2																			0
4	1064				X:\037081\000008\VERIZON_PROD001\VERIZON_PROD001.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037081\000008\VERIZON_PROD001\VERIZON_PROD001.DCB			2	2	2																			0
4	1065				X:\037081\000008\VERIZON_PROD002\VERIZON_PROD002.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037081\000008\VERIZON_PROD002\VERIZON_PROD002.DCB			2	2	2																			0
4	1066				X:\037081\000008\VERIZON_PROD003\VERIZON_PROD003.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037081\000008\VERIZON_PROD003\VERIZON_PROD003.DCB			2	2	2																			0
4	1067				X:\037170\000003\Klein-El-003\KLEIN-EL-003.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\Klein-El-003\KLEIN-EL-003.DCB			2	2	2																			0
4	1068				X:\037170\000003\KLEIN004\KLEIN004.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\KLEIN004\KLEIN004.DCB			2	2	2																			0
4	1069				X:\037170\000003\KLEIN009\KLEIN009.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\KLEIN009\KLEIN009.DCB			2	2	2																			0
4	1070				X:\037170\000003\KLEIN010\KLEIN010.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\KLEIN010\KLEIN010.DCB			2	2	2																			0
4	1071				X:\037170\000003\KLEIN012\KLEIN012.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\KLEIN012\KLEIN012.DCB			2	2	2																			0
4	1072				X:\037170\000003\KLEIN013\KLEIN013.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\KLEIN013\KLEIN013.DCB			2	2	2																			0
4	1073				X:\037170\000003\KLEIN014\KLEIN014.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\KLEIN014\KLEIN014.DCB			2	2	2																			0
4	1074				X:\037170\000003\KLEIN015\KLEIN015.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\KLEIN015\KLEIN015.DCB			2	2	2																			0
4	1075				X:\037170\000003\Klein_Review\KLEIN_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\Klein_Review\KLEIN_REVIEW.DCB			2	2	2																			0
4	1076				X:\037170\000003\Klein_Review-old\KLEIN_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\Klein_Review-old\KLEIN_REVIEW.DCB			2	2	2																			0
4	1077				X:\037170\000003\Klein_Review_Junk_Email\KLEIN_REVIEW_JUNK_EMAIL.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\Klein_Review_Junk_Email\KLEIN_REVIEW_JUNK_EMAIL.DCB			2	2	2																			0
4	1078				X:\037170\000003\Klein_Sec-Subpoena\KLEIN_SEC-SUBPOENA.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\Klein_Sec-Subpoena\KLEIN_SEC-SUBPOENA.DCB			2	2	2																			0
4	1079				X:\037170\000003\Klein_Sec-Subpoena_2\KLEIN_SEC-SUBPOENA_2.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037170\000003\Klein_Sec-Subpoena_2\KLEIN_SEC-SUBPOENA_2.DCB			2	2	2																			0
4	1080				X:\037377\000001\Anadarko\Anadarko.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037377\000001\Anadarko\Anadarko.Dcb			2	2	2																			0
4	1081				X:\037539\000001\HAMOT_Review\HAMOT_Review.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037539\000001\HAMOT_Review\HAMOT_Review.Dcb			2	2	2																			0
4	1082				X:\037607\000001\INNOVATIS\Innovatis-Notes.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037607\000001\INNOVATIS\Innovatis-Notes.Dcb			2	2	2																			0
4	1083				X:\037607\000001\INNOVATIS\xINNOVATIS.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037607\000001\INNOVATIS\xINNOVATIS.DCB			2	2	2																			0
4	1084				X:\037704\000001\ADMIN\20120701\AEG001\Aeg001.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\ADMIN\20120701\AEG001\Aeg001.DCB			2	2	2																			0
4	1085				X:\037704\000001\ADMIN\20120701\AEG_EMAIL\Aeg_Email.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\ADMIN\20120701\AEG_EMAIL\Aeg_Email.DCB			2	2	2																			0
4	1086				X:\037704\000001\ADMIN\AEG002\Aeg002.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\ADMIN\AEG002\Aeg002.DCB			2	2	2																			0
4	1087				X:\037704\000001\ADMIN\AEG_EMAIL - Copy\Aeg_Email.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\ADMIN\AEG_EMAIL - Copy\Aeg_Email.DCB			2	0	0																			0
4	1088				X:\037704\000001\ADMIN\NEW_STR\AEG002_NEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\ADMIN\NEW_STR\AEG002_NEW.DCB			2	2	2																			0
4	1089				X:\037704\000001\AEG001\Aeg001.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\AEG001\Aeg001.DCB			2	2	2																			0
4	1090				X:\037704\000001\AEG002\Aeg002.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\AEG002\Aeg002.DCB			2	2	2																			0
4	1091				X:\037704\000001\AEG_EMAIL\Aeg_Email.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\AEG_EMAIL\Aeg_Email.DCB			2	2	2																			0
4	1092				X:\037704\000001\AEG_PROD\AEG_PRODUCTION_DB.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037704\000001\AEG_PROD\AEG_PRODUCTION_DB.DCB			2	2	2																			0
4	1093				X:\037714\000001\ABERDARE_REVIEW\ABERDARE_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\037714\000001\ABERDARE_REVIEW\ABERDARE_REVIEW.DCB			2	2	2																			0
4	1094				X:\038035\000001\EFFCU_Production\EFFCU_PROD.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038035\000001\EFFCU_Production\EFFCU_PROD.DCB			2	2	2																			0
4	1095				X:\038035\000001\EFFCU_Review\EFFCU.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038035\000001\EFFCU_Review\EFFCU.DCB			2	2	2																			0
4	1096				X:\038082\000001\Bonutti_Andres_Subpoena_JCA_Production\Bonutti_Andres_Subpoena_JCA_Production.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038082\000001\Bonutti_Andres_Subpoena_JCA_Production\Bonutti_Andres_Subpoena_JCA_Production.DCB			2	2	2																			0
4	1097				X:\038224\000001\CONSOLIDATED_PRODUCTION\Consolidated_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038224\000001\CONSOLIDATED_PRODUCTION\Consolidated_Production.Dcb			2	2	2																			0
4	1098				X:\038224\000001\RAY002\Ray002.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038224\000001\RAY002\Ray002.Dcb			2	2	2																			0
4	1099				X:\038224\000001\RAYLYNN_ROMINGER\Raylynn_Rominger.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038224\000001\RAYLYNN_ROMINGER\Raylynn_Rominger.Dcb			2	2	2																			0
4	1100				X:\038266\000001\SALMA_PRODUCTION\SALMA_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038266\000001\SALMA_PRODUCTION\SALMA_PRODUCTION.DCB			2	2	2																			0
4	1101				X:\038266\000001\TRITERRA_REVIEW\TRITERRA_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038266\000001\TRITERRA_REVIEW\TRITERRA_REVIEW.DCB			2	2	2																			0
4	1102				X:\038342\000009\Concordance_10\Elpida_Production_V10\Elpida_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000009\Concordance_10\Elpida_Production_V10\Elpida_Production.Dcb			2	2	2																			0
4	1103				X:\038342\000009\Elpida_Production\Elpida_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000009\Elpida_Production\Elpida_Production.Dcb			2	2	2																			0
4	1104				X:\038342\000009\HBSR_Collection\HBSR_COLLECTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000009\HBSR_Collection\HBSR_COLLECTION.DCB			2	2	2																			0
4	1105				X:\038342\000009\MOSAID_Elpida_Production\MOSAID_ELPIDA_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000009\MOSAID_Elpida_Production\MOSAID_ELPIDA_PRODUCTION.DCB			2	2	2																			0
4	1106				X:\038342\000009\Mosiad_Review_for_Elpida\MOSIAD_REVIEW_FOR_ELPIDA.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000009\Mosiad_Review_for_Elpida\MOSIAD_REVIEW_FOR_ELPIDA.DCB			2	2	2																			0
4	1107				X:\038342\000009\z_2012-04-09 Voldman Full-Set\Z_2012-04-09 VOLDMAN FULL-SET.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000009\z_2012-04-09 Voldman Full-Set\Z_2012-04-09 VOLDMAN FULL-SET.DCB			2	0	0																			0
4	1108				X:\038342\000010\HL_Production\BFI_Production\BFI_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\BFI_Production\BFI_PRODUCTION.DCB			2	2	2																			0
4	1109				X:\038342\000010\HL_Production\BN_Production\BN_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\BN_Production\BN_PRODUCTION.DCB			2	2	2																			0
4	1110				X:\038342\000010\HL_Production\BROWDY_Production\Browdy_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\BROWDY_Production\Browdy_Production.Dcb			2	2	2																			0
4	1111				X:\038342\000010\HL_Production\CDW_Production\CDW_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\CDW_Production\CDW_PRODUCTION.DCB			2	2	2																			0
4	1112				X:\038342\000010\HL_Production\Cisco_Itc_Production\Cisco_Itc_Production.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\Cisco_Itc_Production\Cisco_Itc_Production.Dcb			2	2	2																			0
4	1113				X:\038342\000010\HL_Production\HKW_Production\HKW_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\HKW_Production\HKW_PRODUCTION.DCB			2	2	2																			0
4	1114				X:\038342\000010\HL_Production\HP_Production\HP_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\HP_Production\HP_PRODUCTION.DCB			2	2	2																			0
4	1115				X:\038342\000010\HL_Production\MAXIM_Production\MAXIM_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\MAXIM_Production\MAXIM_PRODUCTION.DCB			2	2	2																			0
4	1116				X:\038342\000010\HL_Production\MITEL_Production\MITEL_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\MITEL_Production\MITEL_PRODUCTION.DCB			2	2	2																			0
4	1117				X:\038342\000010\HL_Production\Mosaid_Itc_Production\MOSAID_ITC_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\Mosaid_Itc_Production\MOSAID_ITC_PRODUCTION.DCB			2	2	2																			0
4	1118				X:\038342\000010\HL_Production\WSGR_Production\WSGR_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\WSGR_Production\WSGR_PRODUCTION.DCB			2	2	2																			0
4	1119				X:\038342\000010\HL_Production\YB_Production\YB_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Production\YB_Production\YB_PRODUCTION.DCB			2	2	2																			0
4	1120				X:\038342\000010\HL_Review\Browdy_Neimark_Review\BROWDY_NEIMARK_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Review\Browdy_Neimark_Review\BROWDY_NEIMARK_REVIEW.DCB			2	2	2																			0
4	1121				X:\038342\000010\HL_Review\HKW_Tags\HKW_TAGGED_DOCUMENTS.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Review\HKW_Tags\HKW_TAGGED_DOCUMENTS.DCB			2	2	2																			0
4	1122				X:\038342\000010\HL_Review\Mosaid_ITC_Review\Mosaid_Itc_Review.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Review\Mosaid_ITC_Review\Mosaid_Itc_Review.Dcb			2	2	2																			0
4	1123				X:\038342\000010\HL_Review\Yehuda_Binder_Review\YEHUDA_BINDER_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038342\000010\HL_Review\Yehuda_Binder_Review\YEHUDA_BINDER_REVIEW.DCB			2	2	2																			0
4	1124				X:\038345\000001\Chrimar\Chrimar(Cms).Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038345\000001\Chrimar\Chrimar(Cms).Dcb			2	2	2																			0
4	1125				X:\038345\000001\Cm-F_(Chrimar)\Cm-F_(Chrimar).Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038345\000001\Cm-F_(Chrimar)\Cm-F_(Chrimar).Dcb			2	2	2																			0
4	1126				X:\038345\000001\FOUNDRY_(FNC)\FOUNDRY_(FNC).DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038345\000001\FOUNDRY_(FNC)\FOUNDRY_(FNC).DCB			2	2	2																			0
4	1127				X:\038345\000001\FOUNDRY_CLIENT_MATERIALS_CHRIMAR\FOUNDRY CLIENT MATERIALS CHRIMAR.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038345\000001\FOUNDRY_CLIENT_MATERIALS_CHRIMAR\FOUNDRY CLIENT MATERIALS CHRIMAR.DCB			2	0	0																			0
4	1128				X:\038424\000001\HL_Review\Bivona_Review\BIVONA_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038424\000001\HL_Review\Bivona_Review\BIVONA_REVIEW.DCB			2	2	2																			0
4	1129				X:\038560\000001\Mentor_Review\MENTOR_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038560\000001\Mentor_Review\MENTOR_REVIEW.DCB			2	2	2																			0
4	1130				X:\038704\000001\KPMG_Argentina_PAE_KPMG_Production_DB\KPMG_PRODUCTION_DB.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038704\000001\KPMG_Argentina_PAE_KPMG_Production_DB\KPMG_PRODUCTION_DB.DCB			2	2	2																			0
4	1131				X:\038704\000001\KPMG_Argentina_PAE_KPMG_Review_DB\Kpmg_Review_Db.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038704\000001\KPMG_Argentina_PAE_KPMG_Review_DB\Kpmg_Review_Db.Dcb			2	2	2																			0
4	1132				X:\038822\000001\Generoso_Six_Star_Generoso_Production\GENEROSO_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038822\000001\Generoso_Six_Star_Generoso_Production\GENEROSO_PRODUCTION.DCB			2	2	2																			0
4	1133				X:\038822\000001\Generoso_Six_Star_Review_Database\Generoso_SIX_STAR_REVIEW_DATABASE.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038822\000001\Generoso_Six_Star_Review_Database\Generoso_SIX_STAR_REVIEW_DATABASE.DCB			2	2	2																			0
4	1134				X:\038873\000001\Gesele_Sec_Investigation_Review\Gesele_Sec_Investigation_Review.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038873\000001\Gesele_Sec_Investigation_Review\Gesele_Sec_Investigation_Review.Dcb			2	2	2																			0
4	1135				X:\038873\000001\Gesele_Sec_Investigation_Review2\Gesele_Sec_Investigation_Review.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038873\000001\Gesele_Sec_Investigation_Review2\Gesele_Sec_Investigation_Review.Dcb			2	0	0																			0
4	1136				X:\038873\000001\Gesele_Testimony_Exhibits\Gesele_Testimony_Exhibits.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038873\000001\Gesele_Testimony_Exhibits\Gesele_Testimony_Exhibits.Dcb			2	2	2																			0
4	1137				X:\038873\000001\SEC_Investigation_Review\SEC_INVESTIGATION_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\038873\000001\SEC_Investigation_Review\SEC_INVESTIGATION_REVIEW.DCB			2	2	2																			0
4	1138				X:\039261\000002\CSLB_Hard_Copy_Review\CSLB_HARD_COPY_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039261\000002\CSLB_Hard_Copy_Review\CSLB_HARD_COPY_REVIEW.DCB			2	2	2																			0
4	1139				X:\039261\000002\Non-Hogan_Users\CSLB_REVIEW\Cslb_Review.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039261\000002\Non-Hogan_Users\CSLB_REVIEW\Cslb_Review.Dcb			2	2	2																			0
4	1140				X:\039261\000002\Opp_Productions\Cslb_Opp_Productions.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039261\000002\Opp_Productions\Cslb_Opp_Productions.Dcb			2	2	2																			0
4	1141				X:\039261\000002\_CSLB_REVIEW\Cslb_Review.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039261\000002\_CSLB_REVIEW\Cslb_Review.Dcb			2	2	2																			0
4	1142				X:\039371\000001\Neil_iPad_Deleted_Messages\NEIL_IPAD_DELETED_MESSAGES.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039371\000001\Neil_iPad_Deleted_Messages\NEIL_IPAD_DELETED_MESSAGES.DCB			2	2	2																			0
4	1143				X:\039371\000001\NEIL_Production\NEIL_PRODUCTION.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039371\000001\NEIL_Production\NEIL_PRODUCTION.DCB			2	2	2																			0
4	1144				X:\039371\000001\Neil_PST_Review\Neil_Pst_Review.Dc.Dcb	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039371\000001\Neil_PST_Review\Neil_Pst_Review.Dc.Dcb			2	2	2																			0
4	1145				X:\039371\000001\Old_Neil_Gmail_PST_Review\NEIL_EMAIL PST _REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039371\000001\Old_Neil_Gmail_PST_Review\NEIL_EMAIL PST _REVIEW.DCB			2	0	0																			0
4	1146				X:\039371\000001\S_Neil_Gmail_PST_Review\S_NEIL_GMAIL_PST_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039371\000001\S_Neil_Gmail_PST_Review\S_NEIL_GMAIL_PST_REVIEW.DCB			2	2	2																			0
4	1147				X:\039371\000001\S_Neil_iPad_PST_Review\S_NEIL_IPAD_PST_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039371\000001\S_Neil_iPad_PST_Review\S_NEIL_IPAD_PST_REVIEW.DCB			2	2	2																			0
4	1148				X:\039522\000001\GigOptix_All_Terms_Review\C-a020bd78-8b67-4e1d-89fa-5219f594aec3.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039522\000001\GigOptix_All_Terms_Review\C-a020bd78-8b67-4e1d-89fa-5219f594aec3.DCB			2	0	0																			0
4	1149				X:\039522\000001\GigOptix_All_Terms_Review\C-a2fd6972-9208-4cee-b923-3e14c1ce406a.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039522\000001\GigOptix_All_Terms_Review\C-a2fd6972-9208-4cee-b923-3e14c1ce406a.DCB			2	0	0																			0
4	1150				X:\039522\000001\GigOptix_All_Terms_Review\GIGOPTIX_ALL_TERMS_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039522\000001\GigOptix_All_Terms_Review\GIGOPTIX_ALL_TERMS_REVIEW.DCB			2	2	2																			0
4	1151				X:\039522\000001\GigOptix_Review\GIGOPTIX_REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039522\000001\GigOptix_Review\GIGOPTIX_REVIEW.DCB			2	2	2																			0
4	1152				X:\039709\000002\HL_Review\Review\REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039709\000002\HL_Review\Review\REVIEW.DCB			2	2	2																			0
4	1153				X:\039709\000002\HL_Review\Review\ADMIN\20120601\REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039709\000002\HL_Review\Review\ADMIN\20120601\REVIEW.DCB			2	2	2																			0
4	1154				X:\039709\000002\HL_Review\Review\New Folder\REVIEW.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039709\000002\HL_Review\Review\New Folder\REVIEW.DCB			2	0	0																			0
4	1155				X:\039709\000002\_PROD-QC\PROD002\VOL002.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039709\000002\_PROD-QC\PROD002\VOL002.DCB			2	2	2																			0
4	1156				X:\039709\000002\_PROD-QC\PROD003\PROD003.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039709\000002\_PROD-QC\PROD003\PROD003.DCB			2	2	2																			0
4	1157				X:\039709\000002\_PROD-QC\PROD004\PROD004.DCB	W:\_LN_Test\Bkups-for-NonArchiving-Analysis\039709\000002\_PROD-QC\PROD004\PROD004.DCB			2	2	2																			0
